shared_top_genes,plasmacytoma_only_top_genes,context_independent_only_top_genes,n_shared,top_n
"AKT1, AR, BAX, BCL2, CASP3, CCND1, CD274, CD4, CD8A, CDH1, CTNNB1, EGF, EGFR, ERBB2, ESR1, FN1, HIF1A, IFNG, IL1B, IL6, INS, MAPK1, MAPK14, MAPK3, MAPK8, MMP2, MMP9, MTOR, MYC, NFKB1, PTEN, SRC, STAT3, TGFB1, TNF, TP53, VEGFA, VIM, YAP1","ABL1, BRAF, CD34, CD44, IL17A, IL2, KIT, KRAS, PIK3R1, PRNP, PROM1","APP, CDKN1A, CXCL8, GSK3B, H3P16, IL10, JUN, NFE2L2, PPARG, RELA, TLR4",39,50
