"input_matrix","n_mesh_diseases","n_original_relation_rows","n_retained_relation_rows","n_dropped_all_zero_relation_rows","sparsity_after_drop","pca_components","random_state"
"results/tcga_mesh/tcga_selected_mesh_log1p_CPM_combined.parquet (omitted; see summary CSV)","41","891603","668903","222700","0.6587899671041297","41","42"
